restaurant_name,city,locality,cuisines,average_cost_for_two,has_table_booking,has_online_delivery,price_range,aggregate_rating,rating_text,votes
Rajinder Da Dhaba,New Delhi,Safdarjung,"North Indian, Mughlai, Chinese",800,No,No,2,4.3,Very Good,3530
The Piano Man Jazz Club,New Delhi,Safdarjung,"Mexican, American",1800,Yes,Yes,3,4.2,Very Good,420
Tossin Pizza,New Delhi,Safdarjung,"Pizza, Italian",900,Yes,Yes,2,4.1,Very Good,647
Big Belly Burger,New Delhi,Sainik Farms,Fast Food,200,No,Yes,1,2.7,Average,6
Bikaner Choice,New Delhi,Sainik Farms,"Mithai, Street Food",100,No,No,1,2.8,Average,14
Bikaner Misthan,New Delhi,Sainik Farms,"Mithai, Street Food, North Indian, South Indian, Chinese",350,No,No,1,2.7,Average,16
Da Yummy Pizza,New Delhi,Sainik Farms,"Pizza, Fast Food",500,No,Yes,2,2.7,Average,4
Food Nursary,New Delhi,Sainik Farms,"North Indian, Mughlai",350,No,Yes,1,2.8,Average,5
PVR Bhojanalay,New Delhi,Sainik Farms,"Street Food, North Indian",100,No,No,1,2.7,Average,17
The Bake Studio,New Delhi,Sainik Farms,"Bakery, Desserts",450,No,No,1,3.1,Average,12
Alam Muradabadi Chicken Biryani,New Delhi,Saket,"North Indian, Biryani",250,No,No,1,3.0,Average,5
Boheme Bar & Grill,New Delhi,Saket,"North Indian, Chinese, Italian",1300,Yes,Yes,3,3.3,Average,118
Budapest Kitchen & Bar,New Delhi,Saket,"Finger Food, North Indian, Continental, Chinese, Italian",1500,Yes,No,3,3.0,Average,4
Dark House,New Delhi,Saket,"Chinese, Italian, Fast Food",400,No,Yes,1,2.8,Average,24
Henry's Cafe,New Delhi,Saket,"Pizza, North Indian, Continental",700,No,Yes,2,3.4,Average,42
Kathi Zone,New Delhi,Saket,Fast Food,200,No,No,1,3.3,Average,20
Kehar Cafe & Restaurant,New Delhi,Saket,"North Indian, Mughlai, Chinese",600,No,No,2,2.8,Average,16
Kumaon Dhaba & Service,New Delhi,Saket,North Indian,100,No,No,1,3.0,Average,8
Let'z Eat,New Delhi,Saket,"North Indian, Mughlai, Chinese, Fast Food",600,No,Yes,2,2.7,Average,11
Lite Eat Cafe,New Delhi,Saket,Fast Food,300,No,No,1,3.0,Average,4
Malabar Dosa Hut,New Delhi,Saket,South Indian,150,No,No,1,3.2,Average,15
New Red Onion,New Delhi,Saket,"North Indian, Chinese",800,Yes,No,2,2.5,Average,20
The Tiffin Hut,New Delhi,Saket,North Indian,300,No,No,1,3.2,Average,10
The Upper Crust,New Delhi,Saket,"Pizza, Fast Food",550,No,No,2,3.0,Average,15
Touch of Punjab,New Delhi,Saket,"North Indian, Mughlai",700,No,No,2,2.9,Average,33
Tulicakes,New Delhi,Saket,"Bakery, Desserts",300,No,No,1,3.4,Average,31
Wanchai By Kylin,New Delhi,Saket,"Asian, Chinese",700,No,No,2,3.2,Average,121
Wow! India,New Delhi,Saket,"North Indian, Chinese",300,No,Yes,1,2.7,Average,4
Hey' Sugar Delhi,New Delhi,Saket,"Bakery, Desserts",500,No,No,2,3.7,Good,60
India Grill - Hilton Garden Inn,New Delhi,Saket,"Continental, Italian, North Indian",3000,Yes,No,4,3.6,Good,184
Jugmug Thela,New Delhi,Saket,Beverages,200,No,No,1,3.8,Good,25
Mucchad Di Chai,New Delhi,Saket,"Fast Food, Beverages",200,No,No,1,3.7,Good,36
SS ONN THE GO,New Delhi,Saket,Street Food,500,No,No,2,3.6,Good,66
The Pizza Corner,New Delhi,Saket,"Fast Food, Pizza",600,No,Yes,2,2.1,Poor,39
Ice Pan Creamery,New Delhi,Saket,"Ice Cream, Desserts",250,No,No,1,4.2,Very Good,92
Rose Cafe,New Delhi,Saket,"Cafe, Italian, Lebanese, Continental, Mediterranean",1000,No,No,3,4.1,Very Good,1653
Nueva,New Delhi,"Sangam Courtyard, RK Puram",South American,2500,Yes,No,4,3.3,Average,14
Cafe Delhi Heights,New Delhi,"Sangam Courtyard, RK Puram","Continental, American, Italian, Seafood, North Indian, Cafe",2000,Yes,No,4,4.0,Very Good,304
Delhi Club House,New Delhi,"Sangam Courtyard, RK Puram","North Indian, Continental, Asian",1700,No,No,3,4.1,Very Good,416
The Fatty Bao,New Delhi,"Sangam Courtyard, RK Puram","Asian, Sushi",1800,Yes,No,3,4.1,Very Good,695
Ziu,New Delhi,"Sangam Courtyard, RK Puram",Thai,1500,No,No,3,4.1,Very Good,259
Al-Arabi Restaurant,New Delhi,Sarita Vihar,"Arabian, North Indian",600,No,No,2,2.9,Average,7
DELI2NITE,New Delhi,Sarita Vihar,"North Indian, Fast Food, Chinese",700,No,Yes,2,2.6,Average,15
Laziz Fast Food & Laziz Khana,New Delhi,Sarita Vihar,"North Indian, Chinese",350,No,No,1,2.8,Average,7
New Zaika Kathi Rolls,New Delhi,Sarita Vihar,Fast Food,300,No,No,1,3.1,Average,8
Sardar Ji Chaap & Rolls,New Delhi,Sarita Vihar,Fast Food,200,No,No,1,3.2,Average,7
Shri Bala Ji,New Delhi,Sarita Vihar,North Indian,150,No,No,1,3.0,Average,14
The Kitchen Exotica,New Delhi,Sarita Vihar,"North Indian, Chinese",600,No,No,2,3.0,Average,9
Wake And Bake,New Delhi,Sarita Vihar,"Bakery, Desserts",500,No,No,2,3.2,Average,16
Neha's Biscotte,New Delhi,Sarita Vihar,"Bakery, Desserts",400,No,No,1,3.5,Good,40
Midnight Delight,New Delhi,Sarita Vihar,"North Indian, Chinese",400,No,Yes,1,2.4,Poor,8
Ashok & Ashok Meat Dhaba,New Delhi,Sarojini Nagar,North Indian,650,No,Yes,2,3.2,Average,11
Durga Sweets Corner,New Delhi,Sarojini Nagar,"Mithai, Street Food",100,No,No,1,3.2,Average,16
Kwic Bitte Restaurant,New Delhi,Sarojini Nagar,"Chinese, South Indian",300,No,No,1,3.3,Average,38
Khandani Pakodewala,New Delhi,Sarojini Nagar,Street Food,100,No,No,1,3.7,Good,223
Kulcha King,New Delhi,Sarojini Nagar,Street Food,200,No,Yes,1,3.8,Good,168
Alfa Kathi Rolls,New Delhi,Satyaniketan,Fast Food,250,No,No,1,2.6,Average,23
Angeethi Express,New Delhi,Satyaniketan,"North Indian, Chinese, Fast Food",400,No,No,1,3.2,Average,11
Backbenchers,New Delhi,Satyaniketan,"Cafe, Continental, Italian, North Indian",700,No,No,2,3.4,Average,178
Bake Day,New Delhi,Satyaniketan,"Bakery, Fast Food",400,No,Yes,1,3.2,Average,82
Bhukkad,New Delhi,Satyaniketan,North Indian,500,No,Yes,2,3.2,Average,8
Cafe Cones & Curries,New Delhi,Satyaniketan,"Fast Food, North Indian",400,No,No,1,3.1,Average,6
Cafe Trance & Lounge,New Delhi,Satyaniketan,"Cafe, Fast Food",500,No,No,2,2.6,Average,21
Chocolate Square,New Delhi,Satyaniketan,"Bakery, Desserts",300,No,No,1,3.4,Average,76
Chocolate Temptation,New Delhi,Satyaniketan,"Bakery, Desserts",500,No,Yes,2,3.3,Average,62
Food Junkies,New Delhi,Satyaniketan,"North Indian, Chinese, Mughlai",300,No,No,1,3.2,Average,11
Frozen Fantasy,New Delhi,Satyaniketan,"Desserts, Beverages",300,No,No,1,3.3,Average,31
Hooters,New Delhi,Satyaniketan,"Continental, Mexican, Fast Food, North Indian, Chinese",500,No,No,2,3.1,Average,6
Katwalk Lounge,New Delhi,Satyaniketan,"Cafe, Italian",600,No,No,2,3.3,Average,22
Mom Hand Momos,New Delhi,Satyaniketan,Chinese,100,No,No,1,3.3,Average,8
Muradabadi Biryani Centre,New Delhi,Satyaniketan,Mughlai,450,No,No,1,2.9,Average,20
NCR Cafe ,New Delhi,Satyaniketan,"Cafe, Chinese, Fast Food",800,No,No,2,3.0,Average,4
Peri Peri Momos,New Delhi,Satyaniketan,"Chinese, Fast Food",300,No,No,1,3.2,Average,9
Rosartí© Chocolate,New Delhi,Satyaniketan,Desserts,200,No,No,1,3.4,Average,15
Shanghai Restaurant,New Delhi,Satyaniketan,"North Indian, Mughlai, Chinese",300,No,No,1,2.5,Average,23
SharpShooters Roof Top Cafe,New Delhi,Satyaniketan,"Cafe, Chinese, Italian",450,No,No,1,3.0,Average,18
Stuti Restaurant,New Delhi,Satyaniketan,North Indian,250,No,No,1,3.0,Average,26
The Addictions,New Delhi,Satyaniketan,"North Indian, Chinese",450,No,No,1,2.6,Average,31
The Kahuna,New Delhi,Satyaniketan,"Chinese, Continental, Italian, North Indian",800,No,No,2,3.1,Average,27
Turn Up,New Delhi,Satyaniketan,"North Indian, Chinese",1200,No,No,3,3.0,Average,6
Echoes Satyaniketan,New Delhi,Satyaniketan,"Cafe, Continental, Italian, Mexican, Chinese, American",600,No,No,2,4.7,Excellent,1563
#OFF Campus,New Delhi,Satyaniketan,"Cafe, Continental, Italian, Fast Food",800,Yes,Yes,2,3.7,Good,216
2 Bandits Lounge & Bar,New Delhi,Satyaniketan,"Italian, Continental, Mexican, North Indian",1500,Yes,No,3,3.9,Good,1316
Amigo's Hub,New Delhi,Satyaniketan,"Cafe, Fast Food",500,No,Yes,2,3.7,Good,193
CAD M CAD B,New Delhi,Satyaniketan,"Fast Food, Italian, Beverages",600,No,Yes,2,3.5,Good,60
Cafe 121,New Delhi,Satyaniketan,"Continental, American, Italian, North Indian, Chinese",600,No,Yes,2,3.6,Good,23
Cafe Hera Pheri,New Delhi,Satyaniketan,"Cafe, Italian, Chinese, North Indian",500,No,No,2,3.8,Good,401
Cafe Tansen,New Delhi,Satyaniketan,"North Indian, Chinese",950,Yes,No,2,3.5,Good,20
CafíÂ Befikre,New Delhi,Satyaniketan,"Chinese, Continental",600,No,Yes,2,3.8,Good,80
Cafí© 101,New Delhi,Satyaniketan,"Cafe, Italian, North Indian",600,No,Yes,2,3.6,Good,365
Canteen Till I Die,New Delhi,Satyaniketan,"Cafe, Fast Food",300,No,No,1,3.9,Good,91
China Bowl,New Delhi,Satyaniketan,"Chinese, Thai, Japanese, Tibetan",800,No,Yes,2,3.9,Good,363
Crazy Kitchen Lounge & Terrace,New Delhi,Satyaniketan,"North Indian, Chinese, Italian",700,No,Yes,2,3.9,Good,176
FrenZone,New Delhi,Satyaniketan,"North Indian, Chinese, Fast Food, Cafe",800,Yes,Yes,2,3.9,Good,288
Grill Master,New Delhi,Satyaniketan,Fast Food,300,No,Yes,1,3.7,Good,26
Kev's,New Delhi,Satyaniketan,Fast Food,100,No,No,1,3.9,Good,184
Madira,New Delhi,Satyaniketan,"Cafe, North Indian, Chinese",800,No,No,2,3.6,Good,67
Nature Hut Cafe,New Delhi,Satyaniketan,"Chinese, Thai, Continental, Fast Food, North Indian",750,Yes,Yes,2,3.9,Good,117
Pirates of Campus,New Delhi,Satyaniketan,"Cafe, North Indian, Continental, Italian",700,No,Yes,2,3.7,Good,43
The Food Truck Cafe,New Delhi,Satyaniketan,Cafe,800,No,No,2,3.9,Good,35
The Punter House,New Delhi,Satyaniketan,"Cafe, Continental, Mexican, Italian, North Indian, Chinese",800,Yes,No,2,3.7,Good,177
Thikaana,New Delhi,Satyaniketan,"Cafe, Continental, Italian, Chinese",550,No,No,2,3.6,Good,83
Tin Town Cafí©,New Delhi,Satyaniketan,"Cafe, North Indian, Continental, Chinese",600,No,Yes,2,3.9,Good,142
Uptown Cafe,New Delhi,Satyaniketan,"Cafe, Continental, Chinese, North Indian, Italian",1000,Yes,Yes,3,3.6,Good,244
Bombay Brunch,New Delhi,Satyaniketan,"Street Food, South Indian",400,No,Yes,1,4.1,Very Good,295
Burgrill,New Delhi,Satyaniketan,"Burger, Fast Food",450,No,Yes,1,4.4,Very Good,178
Cafe Kazbaah,New Delhi,Satyaniketan,"Cafe, Italian, Continental",600,No,No,2,4.0,Very Good,49
Eat Golf Repeat,New Delhi,Satyaniketan,"Cafe, Italian, Continental, Mexican",800,No,No,2,4.1,Very Good,37
Espress-o-Ville,New Delhi,Satyaniketan,"Cafe, Continental, Italian",600,No,No,2,4.0,Very Good,48
Frosty Rollies,New Delhi,Satyaniketan,"Desserts, Ice Cream",250,No,No,1,4.0,Very Good,44
Pipeline Cafe,New Delhi,Satyaniketan,"Cafe, North Indian, Chinese, Continental",650,No,Yes,2,4.0,Very Good,355
QRO Gourmeteriia BY DARK HOUSE KAFE,New Delhi,Satyaniketan,"Cafe, Continental, Italian, Chinese, North Indian",600,No,Yes,2,4.2,Very Good,349
Superstar Cafí©,New Delhi,Satyaniketan,"Cafe, Continental, Italian",600,No,Yes,2,4.2,Very Good,530
TBH - The Big House Cafe,New Delhi,Satyaniketan,"Cafe, Continental, North Indian, Chinese, Mexican",700,No,Yes,2,4.0,Very Good,107
The Biryani Co.,New Delhi,Satyaniketan,"Hyderabadi, Biryani, North Indian",650,No,Yes,2,4.2,Very Good,295
Young Wild Free Cafe,New Delhi,Satyaniketan,"Cafe, Italian, Chinese, Continental",500,No,No,2,4.1,Very Good,658
A-One Green Sweet Corner,New Delhi,SDA,"Mithai, Street Food",200,No,No,1,2.9,Average,4
Cake Symphony,New Delhi,SDA,"Bakery, Desserts",600,No,No,2,3.1,Average,15
Charu Nanda's Home Baked Cakes,New Delhi,SDA,"Bakery, Desserts",300,No,No,1,3.1,Average,7
IndoCheen,New Delhi,SDA,Chinese,500,No,No,2,3.2,Average,49
The Staircase Cafe by Doggy Style,New Delhi,SDA,"Continental, Italian",700,No,Yes,2,2.6,Average,100
Typsy Crow,New Delhi,SDA,"North Indian, Continental",1000,No,No,3,2.9,Average,15
Urban Dhaba,New Delhi,SDA,"North Indian, Chinese, Mughlai",550,No,Yes,2,2.5,Average,40
Little Punjab,New Delhi,SDA,North Indian,200,No,No,1,3.7,Good,85
Tippy Tippy Tap,New Delhi,"Sector 15, Dwarka","Bakery, Fast Food",300,No,No,1,3.1,Average,9
Pa Pa Ya,New Delhi,"Select Citywalk Mall, Saket","Asian, Chinese, Thai, Japanese",2000,No,No,4,4.7,Excellent,268
Bings Cafe,New Delhi,"Select Citywalk Mall, Saket","Korean, Beverages, Desserts",650,Yes,Yes,2,3.9,Good,179
Fat Lulu's,New Delhi,"Select Citywalk Mall, Saket","Pizza, Italian",1250,No,Yes,3,3.8,Good,298
Joy Luck Moon,New Delhi,"Select Citywalk Mall, Saket",Chinese,1800,Yes,Yes,3,3.5,Good,385
Andrea's Eatery,New Delhi,"Select Citywalk Mall, Saket","Italian, Mexican, Spanish, Thai, Vietnamese, Indonesian, American",2000,Yes,No,4,4.3,Very Good,130
Elma's at Good Earth,New Delhi,"Select Citywalk Mall, Saket","Cafe, Continental, Italian",1500,Yes,No,3,4.0,Very Good,61
Hí_agen-Dazs,New Delhi,"Select Citywalk Mall, Saket","Desserts, Ice Cream",700,No,No,2,4.0,Very Good,649
Punjab Grill,New Delhi,"Select Citywalk Mall, Saket","North Indian, Mughlai",1950,Yes,Yes,3,4.2,Very Good,1971
Aapka Bhojanalaya,New Delhi,Shahdara,"North Indian, Fast Food, South Indian",200,No,No,1,2.8,Average,5
Aayana Foods,New Delhi,Shahdara,"North Indian, Mughlai",450,No,No,1,3.1,Average,14
Amchur,New Delhi,Shahdara,North Indian,450,No,No,1,2.9,Average,6
Anand Ji de Choley Bhatoore,New Delhi,Shahdara,North Indian,150,No,No,1,2.7,Average,5
Annapoorna,New Delhi,Shahdara,Street Food,100,No,No,1,3.1,Average,19
Big Bite,New Delhi,Shahdara,"North Indian, Chinese, Fast Food",300,No,No,1,3.0,Average,22
Ceaser Fast Food Centre,New Delhi,Shahdara,"North Indian, Mughlai",500,No,No,2,2.8,Average,9
Chanana Ice Cream Parlour,New Delhi,Shahdara,Ice Cream,100,No,No,1,2.9,Average,4
Chowranghee,New Delhi,Shahdara,Fast Food,300,No,No,1,2.9,Average,4
Darbaar Chicken,New Delhi,Shahdara,"North Indian, Mughlai",550,No,No,2,3.0,Average,14
Empire,New Delhi,Shahdara,Street Food,100,No,No,1,2.9,Average,5
Goldy Da Dhaba,New Delhi,Shahdara,North Indian,300,No,No,1,3.0,Average,6
Gufa Restaurant,New Delhi,Shahdara,"Chinese, North Indian",300,No,No,1,3.2,Average,14
Gulshan,New Delhi,Shahdara,North Indian,600,No,No,2,3.3,Average,25
Hot Shop,New Delhi,Shahdara,Chinese,300,No,No,1,3.3,Average,27
Janta Eating House,New Delhi,Shahdara,North Indian,150,No,No,1,3.3,Average,40
Mitra Da Dhaba & Caterers,New Delhi,Shahdara,North Indian,200,No,No,1,3.0,Average,14
New Anand Sagar,New Delhi,Shahdara,"North Indian, Chinese, Street Food",350,No,No,1,2.8,Average,5
New Tayal's Restaurant,New Delhi,Shahdara,"Chinese, South Indian",300,No,No,1,2.8,Average,11
Paramjeet Fish & Chicken Point,New Delhi,Shahdara,North Indian,550,No,No,2,3.1,Average,15
Pizza Diet,New Delhi,Shahdara,"Pizza, Fast Food",450,No,No,1,2.8,Average,6
Pizzalicious,New Delhi,Shahdara,"Pizza, Fast Food",400,No,No,1,3.0,Average,9
Prem Punjab,New Delhi,Shahdara,"North Indian, Chinese",300,No,No,1,2.8,Average,11
Priya Panchvati,New Delhi,Shahdara,"South Indian, Fast Food, Chinese",550,No,No,2,2.9,Average,10
Ram Singh Chaat Bhandaar,New Delhi,Shahdara,Street Food,100,No,No,1,3.1,Average,13
Ramchander Bhalushahi Wale,New Delhi,Shahdara,Mithai,150,No,No,1,3.2,Average,11
Shahi Food Corner,New Delhi,Shahdara,North Indian,150,No,No,1,3.0,Average,9
Titu Chaat Corner,New Delhi,Shahdara,"Street Food, Fast Food",200,No,No,1,2.9,Average,6
Vinayak Restaurant,New Delhi,Shahdara,"North Indian, Chinese",450,No,No,1,2.7,Average,24
Vrinda's Food,New Delhi,Shahdara,"North Indian, Chinese, South Indian, Bakery",600,No,No,2,2.9,Average,6
Walia's Dawat Mahal,New Delhi,Shahdara,"North Indian, Chinese",550,No,No,2,3.1,Average,22
Crazy Delights,New Delhi,Shahdara,Bakery,300,No,No,1,3.5,Good,14
Anandini - The Tea Room,New Delhi,Shahpur Jat,Tea,500,No,No,2,3.4,Average,18
The Coffee Garage,New Delhi,Shahpur Jat,Cafe,800,No,No,2,3.4,Average,112
The Fashion Street Cafí©,New Delhi,Shahpur Jat,"Cafe, North Indian, Chinese, South Indian",650,No,Yes,2,3.2,Average,18
Urban Village,New Delhi,Shahpur Jat,North Indian,400,No,No,1,3.4,Average,13
Greenr Cafe,New Delhi,Shahpur Jat,Cafe,1100,No,Yes,3,4.6,Excellent,112
Boom Food,New Delhi,Shahpur Jat,"Asian, North Indian",1100,No,Yes,3,3.8,Good,56
Cafe Red,New Delhi,Shahpur Jat,Cafe,1100,Yes,Yes,3,3.6,Good,260
Hyderabad House,New Delhi,Shahpur Jat,"Hyderabadi, North Indian",700,No,Yes,2,3.5,Good,67
Le ROFL,New Delhi,Shahpur Jat,"Cafe, Continental, Chinese, Italian",1200,Yes,Yes,3,3.8,Good,177
Ma Cuisine,New Delhi,Shahpur Jat,"North Indian, Continental, Salad",400,No,No,1,3.6,Good,43
Mumbai Matinee,New Delhi,Shahpur Jat,"North Indian, Italian, Continental",1000,Yes,Yes,3,3.5,Good,84
Old Town Cafe,New Delhi,Shahpur Jat,Cafe,800,No,Yes,2,3.6,Good,119
Sweet Nothings By Avanti Mathur,New Delhi,Shahpur Jat,"Desserts, Bakery",600,No,No,2,3.7,Good,40
Threads,New Delhi,Shahpur Jat,Cafe,700,No,Yes,2,3.8,Good,59
Asia Central,New Delhi,Shahpur Jat,"Asian, Chinese, Thai, Vietnamese",1000,No,Yes,3,4.2,Very Good,264
Biryani By Kilo,New Delhi,Shahpur Jat,"Biryani, Mughlai",700,No,Yes,2,4.0,Very Good,24
Cafe 5H By The Kitchen Connect,New Delhi,Shahpur Jat,"Cafe, Continental, Italian",700,No,Yes,2,4.0,Very Good,88
Hearken Cafí©,New Delhi,Shahpur Jat,Cafe,900,No,Yes,2,4.0,Very Good,55
Puppychino,New Delhi,Shahpur Jat,"Cafe, Continental, Italian",1000,No,Yes,3,4.4,Very Good,165
Remember Me Cafí©,New Delhi,Shahpur Jat,"Cafe, Continental, Italian, Mexican",1000,Yes,Yes,3,4.0,Very Good,134
Sugarama Patisserie,New Delhi,Shahpur Jat,"Bakery, Desserts",500,No,Yes,2,4.2,Very Good,292
The Last Mughal (TLM),New Delhi,Shahpur Jat,"North Indian, Mughlai",750,No,Yes,2,4.4,Very Good,52
The Mad Teapot/The Wishing Chair,New Delhi,Shahpur Jat,"Cafe, Bakery, Italian",1000,Yes,No,3,4.1,Very Good,251
Fusion Dosa Cafe,New Delhi,Shakarpur,"South Indian, Fast Food",300,No,No,1,3.3,Average,13
Goyal Eating Point,New Delhi,Shakarpur,North Indian,200,No,No,1,2.8,Average,11
Haveliram,New Delhi,Shakarpur,North Indian,450,No,No,1,2.9,Average,6
Meet You There,New Delhi,Shakarpur,"Chinese, North Indian",500,No,No,2,2.6,Average,94
Shree Bhog Pure Veg Restaurant,New Delhi,Shakarpur,"North Indian, Chinese",200,No,No,1,3.0,Average,7
The Crust,New Delhi,Shakarpur,"Pizza, Fast Food",500,No,No,2,3.1,Average,16
Vijay Eating Point,New Delhi,Shakarpur,"North Indian, Chinese",450,No,No,1,2.9,Average,4
Aggarwal Restaurant,New Delhi,Shalimar Bagh,"South Indian, Chinese",350,No,No,1,3.1,Average,14
Ane China,New Delhi,Shalimar Bagh,"Chinese, Fast Food",400,No,No,1,2.7,Average,11
Arora's Veg. Corner,New Delhi,Shalimar Bagh,North Indian,300,No,No,1,3.4,Average,18
Ashu Thali Wala,New Delhi,Shalimar Bagh,North Indian,250,No,No,1,3.0,Average,11
Bangla Sweets & Pastry Shop,New Delhi,Shalimar Bagh,Mithai,100,No,No,1,2.9,Average,8
Believe in Taste,New Delhi,Shalimar Bagh,"North Indian, Chinese, Fast Food",400,No,No,1,3.0,Average,7
Bharat Sweet House,New Delhi,Shalimar Bagh,Mithai,200,No,No,1,3.2,Average,8
Chhappan Bhog,New Delhi,Shalimar Bagh,"Mithai, Street Food",200,No,No,1,3.2,Average,9
Chinese Hut Fast Food,New Delhi,Shalimar Bagh,Chinese,350,No,No,1,3.0,Average,13
Hot Pot Snacks,New Delhi,Shalimar Bagh,Fast Food,200,No,No,1,3.4,Average,53
Kishan Dhaba,New Delhi,Shalimar Bagh,North Indian,150,No,No,1,3.0,Average,4
Madras Dosa & Chinese,New Delhi,Shalimar Bagh,"South Indian, Chinese",500,No,No,2,2.7,Average,91
Mehfil Tawa Tandoor,New Delhi,Shalimar Bagh,North Indian,350,No,No,1,3.1,Average,9
Mitthu Tikki Wala,New Delhi,Shalimar Bagh,"North Indian, Street Food, Chinese",300,No,No,1,3.2,Average,21
Pandit Ji Ka Dhaba,New Delhi,Shalimar Bagh,North Indian,150,No,No,1,2.9,Average,6
Punjabi Angeethi,New Delhi,Shalimar Bagh,"North Indian, South Indian, Chinese",600,No,Yes,2,3.2,Average,28
Sardar Ji Punjabi Jayeka,New Delhi,Shalimar Bagh,"North Indian, Mughlai",250,No,No,1,2.9,Average,4
SFC,New Delhi,Shalimar Bagh,Fast Food,250,No,No,1,2.8,Average,11
Shalimar Vyanjan,New Delhi,Shalimar Bagh,"North Indian, Chinese",400,No,No,1,3.0,Average,9
Shri Rudram,New Delhi,Shalimar Bagh,"North Indian, Chinese",500,No,No,2,3.1,Average,5
Smile Bakers,New Delhi,Shalimar Bagh,"Bakery, Desserts, Chinese, Fast Food",200,No,No,1,3.1,Average,12
Spice Sea,New Delhi,Shalimar Bagh,"North Indian, Chinese",600,No,No,2,3.3,Average,13
Street 5,New Delhi,Shalimar Bagh,Chinese,350,No,No,1,2.8,Average,10
Subs n Shakes,New Delhi,Shalimar Bagh,"Fast Food, Beverages",400,No,No,1,3.1,Average,4
Aman-Deep Pure Veg,New Delhi,Shalimar Bagh,"North Indian, Chinese",400,No,No,1,3.5,Good,79
Kwality Pastry Parlour,New Delhi,Shalimar Bagh,"Bakery, Desserts",200,No,No,1,3.5,Good,51
Peshawari's Deluxe,New Delhi,Shalimar Bagh,"North Indian, Mughlai",600,No,Yes,2,3.7,Good,195
Slic Chic,New Delhi,Shalimar Bagh,"Chinese, Fast Food",450,No,No,1,3.8,Good,178
Standard Ice Cream,New Delhi,Shalimar Bagh,"Desserts, Ice Cream",100,No,No,1,3.5,Good,31
Ever Bake,New Delhi,Shalimar Bagh,"Bakery, Chinese, Fast Food",350,No,Yes,1,4.0,Very Good,371
Grappa - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath","Pizza, Salad, Finger Food",3500,Yes,No,4,3.4,Average,27
Shang Palace - Shangri-La's Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath",Chinese,5000,Yes,No,4,3.7,Good,65
Sorrento - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath","Seafood, Italian",5000,Yes,No,4,3.9,Good,66
Mister Chai - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath","Tea, Cafe",2000,Yes,No,4,4.1,Very Good,68
Tamra - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath","North Indian, Continental, European, Chinese, Thai",3800,Yes,No,4,4.3,Very Good,400
Shivas Cafe,New Delhi,Sheikh Sarai,Cafe,350,No,No,1,3.1,Average,14
Dakshin - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, Saket",South Indian,4000,Yes,No,4,4.0,Very Good,315
Delhi Pavilion - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, Saket","North Indian, Continental, Asian",3000,Yes,No,4,4.0,Very Good,160
